ID,SMILES,DATASET,HBA,HBD,LOGP,TPSA,MW,CSP3,HEAVY,RING,HETATOMS,ROTBONDS,CARBOALICYCLIC,HETEROALICYCLIC,CARBOAROMATIC,HETEROAROMATIC,AROMATIC,ACID_ATOMS,AROM_ATOMS,BASIC_ATOMS,BROMINE,CHLORINE,FLUORINE,IODINE,NITROGEN,OXYGEN,PHOSPHORUS,FRACROTBOND,CHIRALCENTERS,HALOGEN
1.0,O=C(O[C@]12[C@@](O)C[C@](OC(=O)C)[C@@]3(C)[C@@](OC(=O)C)[C@](OC(=O)C)C4=C(C)[C@@](OC(=O)C)C[C@@]4(C(OC(=O)c4ccccc4)(C)C)[C@@](OC1)[C@]23)C,NAPROC-13,14,1,3.1568,187.25999,714.76099,0.62162161,51,5,14,8,3,1,1,0,1,0,6,0,0,0,0,0,0,14,0,0.25454545,10,0
2.0,O=C(O[C@@]1[C@]2(C)[C@@](OC(=O)C)C[C@](O)[C@]3(O)[C@]2[C@@]([C@@]2(C(OC(=O)c4ccccc4)(C)C)C(=C(C)[C@@](O)C2)[C@]1OC(=O)C)OC3)C,NAPROC-13,12,3,2.0151999,175.12,630.68701,0.63636363,45,5,12,6,3,1,1,0,1,0,6,0,0,0,0,0,0,12,0,0.20408164,10,0
3.0,O=C(O[C@@]1[C@]2(C)[C@@](OC(=O)C)C[C@](O)[C@]3(O)[C@]2[C@@]([C@@]2(C(=C)C)C(=C(C)[C@@](OC(=O)C)C2)[C@]1OC(=O)C)OC3)C,NAPROC-13,11,2,1.5265,154.89,550.60101,0.71428573,39,4,11,5,3,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0.21428572,10,0
4.0,O=C(O[C@@]1[C@]2(C)[C@@](OC(=O)C)C[C@](O)[C@]3(O)[C@]2[C@@]([C@@]2(C(=C)C)C(=C(C)[C@@](O)C2)[C@]1OC(=O)C)OC3)C,NAPROC-13,10,3,0.95569998,148.82001,508.564,0.73076922,36,4,10,4,3,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0.17948718,10,0
5.0,O=C(OC[C@]1(O)[C@@](O)C[C@](OC(=O)C)[C@@]2(C)[C@@](OC(=O)C)[C@](OC(=O)C)C3=C(C)[C@@](OC(=O)C)C[C@](C3(C)C)[C@@](OC(=O)C)[C@]12)C,NAPROC-13,14,2,1.7024,198.25999,654.70599,0.75,46,3,14,7,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0.27083334,10,0
6.0,O=C(OC(C)(C)[C@]12[C@@](OC(=O)C)[C@@]3C(=C)[C@@](O)C[C@](O)[C@@]3(C)[C@@](OC(=O)C)[C@](O)C1=C(C)[C@@](O)C2)C,NAPROC-13,10,4,0.93769997,159.82001,510.57999,0.73076922,36,3,10,4,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0.18421052,9,0
7.0,O=C(O[C@@]1[C@@]2(C)[C@@](C(=C)[C@@](OC(=O)C)CC2)C[C@@]2(C(O)(C)C)C(=C(C)[C@@](OC(=O)C)C2)[C@]1OC(=O)C)C,NAPROC-13,9,1,3.5669,125.43,520.61902,0.71428573,37,3,9,5,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.23076923,7,0
8.0,O=C(O[C@@]1[C@]2(C)[C@@](OC(=O)C)C[C@](O)[C@]3(O)[C@]2[C@@]([C@@]2(C(O)(C)C)C(=C(C)[C@@](O)C2)[C@]1O)OC3)C,NAPROC-13,10,5,-0.42030001,162.98,484.54199,0.83333331,34,4,10,3,3,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0.13513513,10,0
9.0,O=C(O[C@@]1[C@]2(C)[C@@](OC(=O)C)C[C@](O)[C@]3(O)[C@]2[C@@]([C@@]2(C(O)(C)C)C(=C(C)[C@@](OC(=O)C)C2)[C@]1O)OC3)C,NAPROC-13,11,4,0.1505,169.05,526.57898,0.80769229,37,4,11,4,3,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0.175,10,0
10.0,O=C(OC[C@]12[C@@](O)[C@](O)C3=C(C)[C@@](OC(=O)C)C[C@@]3(C(O)(C)C)[C@@](OC(=O)c3ccccc3)[C@@]1[C@@]1(OC(=O)C)[C@](OC1)C[C@@]2O)C,NAPROC-13,13,4,0.98760003,195.35001,646.68597,0.63636363,46,5,13,7,3,1,1,0,1,0,6,0,0,0,0,0,0,13,0,0.22,10,0
11.0,O=C(OC[C@]12[C@@](O)[C@](O)C3=C(C)[C@@](O)C[C@@]3(C(O)(C)C)[C@@](OC(=O)c3ccccc3)[C@@]1[C@@]1(OC(=O)C)[C@](OC1)C[C@@]2O)C,NAPROC-13,12,5,0.41679999,189.28,604.64899,0.64516127,43,5,12,6,3,1,1,0,1,0,6,0,0,0,0,0,0,12,0,0.19148937,10,0
12.0,O=C(O[C@]12C3[C@](OC(=O)c4ccccc4)[C@@]4(C(O)(C)C)C([C@@]5(O)C(=O)OC[C@@]35[C@@](O)CC1OC2)=C(C)[C@@](O)C4)C,NAPROC-13,11,4,0.41980001,169.05,558.58002,0.62068963,40,6,11,4,3,2,1,0,1,0,6,0,0,0,0,0,0,11,0,0.13333334,9,0
13.0,O=C(O[C@]12[C@@]3[C@](C)([C@@](O)[C@](O)C4=C(C)[C@@](O)C[C@@]4(C(O)(C)C)[C@]3OC(=O)C)[C@@](OC(=O)C)C[C@]1OC2)C,NAPROC-13,11,4,0.1505,169.05,526.57898,0.80769229,37,4,11,4,3,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0.175,10,0
14.0,O=C(O[C@@]1[C@@](O)(COC(=O)c2ccccc2)[C@@]2[C@](C)([C@@](O)[C@](O)C3=C(C)[C@@](O)C[C@@]3(C(O)(C)C)[C@]2O)[C@@](O)C1)C,NAPROC-13,11,7,-0.17200001,194.21001,564.62799,0.65517241,40,4,11,5,3,0,1,0,1,0,6,0,0,0,0,0,0,11,0,0.1627907,10,0
15.0,O=C(OC[C@]1(O)[C@@](O)C[C@](O)[C@@]2(C)[C@@](O)[C@](O)C3=C(C)[C@@](O)C[C@@]3(C(O)(C)C)[C@@](OC(=O)c3ccccc3)[C@]12)C,NAPROC-13,11,7,-0.17200001,194.21001,564.62799,0.65517241,40,4,11,5,3,0,1,0,1,0,6,0,0,0,0,0,0,11,0,0.1627907,10,0
16.0,O=C(O[C@]12[C@@]3[C@](C)([C@@](O)[C@](O)C4=C(C)[C@@](O)C[C@@]4(C(O)(C)C)[C@]3OC(=O)C)[C@@](O)C[C@]1OC2)C,NAPROC-13,10,5,-0.42030001,162.98,484.54199,0.83333331,34,4,10,3,3,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0.13513513,10,0
17.0,O=C(O[C@@]1[C@]2(C)[C@@](OC(=O)C)C[C@](OC(=O)C)[C@@](CO)[C@]2[C@](O)[C@@]2(C(O)(C)C)C(=C(C)[C@@](O)C2)[C@]1O)C,NAPROC-13,11,5,-0.0099999998,180.05,528.59497,0.80769229,37,3,11,5,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0.20512821,10,0
18.0,O=C(O[C@@]1[C@]2(C)[C@@](OC(=O)C)C[C@](OC(=O)C)[C@@](CO)[C@]2[C@](O)[C@@]2(C(O)(C)C)C(=C(C)[C@@](O)C2)[C@]1OC(=O)C)C,NAPROC-13,12,4,0.56080002,186.12,570.63202,0.78571427,40,3,12,6,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0.23809524,10,0
19.0,O=C(OC[C@@]1[C@@](OC(=O)C)C[C@](OC(=O)C)[C@@]2(C)[C@@](OC(=O)C)[C@](O)C3=C(C)[C@@](OC(=O)C)C[C@@]3(C(O)(C)C)[C@@](O)[C@]12)C,NAPROC-13,13,3,1.1316,192.19,612.66901,0.76666665,43,3,13,7,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0.26666668,10,0
20.0,O=C(OC[C@@]1[C@@](OC(=O)C)C[C@](OC(=O)C)[C@@]2(C)[C@@](OC(=O)C)[C@](OC(=O)C)C3=C(C)[C@@](OC(=O)C)C[C@@]3(C(O)(C)C)[C@@](O)[C@]12)C,NAPROC-13,14,2,1.7024,198.25999,654.70599,0.75,46,3,14,8,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0.29166666,10,0
21.0,O=C(OC[C@@]1[C@@](OC(=O)C)C[C@](OC(=O)C)[C@@]2(C)[C@@](OC(=O)C)[C@](O)C3=C(C)[C@@](O)C[C@@]3(C(O)(C)C)[C@@](O)[C@]12)C,NAPROC-13,12,4,0.56080002,186.12,570.63202,0.78571427,40,3,12,6,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0.23809524,10,0
22.0,O=C(O[C@]12[C@@]3[C@](C)([C@@](O)[C@](OC(=O)C)C4=C(C)[C@@](O)C[C@@]4(C(O)(C)C)[C@]3OC(=O)C)[C@@](OC(=O)C)C[C@]1OC2)C,NAPROC-13,12,3,0.72130001,175.12,568.61603,0.78571427,40,4,12,5,3,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0.20930232,10,0
23.0,O=C(OC[C@]1(O)[C@@](OC(=O)C)C[C@](OC(=O)C)[C@@]2(C)[C@@](OC(=O)c3ccccc3)[C@](O)C3=C(C)[C@@](O)C[C@@]3(C(O)(C)C)[C@@](O)[C@]12)C,NAPROC-13,13,5,0.96960002,206.35001,648.70203,0.63636363,46,4,13,7,3,0,1,0,1,0,6,0,0,0,0,0,0,13,0,0.22448979,10,0
24.0,O=C(OC[C@@]1[C@@](OC(=O)C)C[C@](OC(=O)C)[C@@]2(C)[C@@](OC(=O)c3ccccc3)[C@](O)C3=C(C)[C@@](O)C[C@@]3(C(O)(C)C)[C@@](O)[C@]12)C,NAPROC-13,12,4,1.8547,186.12,632.703,0.63636363,45,4,12,7,3,0,1,0,1,0,6,0,0,0,0,0,0,12,0,0.22916667,10,0
25.0,O=C(O[C@@]1[C@]2(C)[C@@](OC(=O)C)C[C@](OC(=O)C)[C@]3(OC(=O)c4ccccc4)[C@]2[C@@]([C@@]2(C(O)(C)C)C(=C(C)[C@@](O)C2)[C@]1O)OC3)C,NAPROC-13,12,3,2.0151999,175.12,630.68701,0.63636363,45,5,12,6,3,1,1,0,1,0,6,0,0,0,0,0,0,12,0,0.20408164,10,0
26.0,O=C(O[C@]12[C@@]3[C@](C)([C@@](OC(=O)c4ccccc4)[C@](O)C4=C(C)[C@@](O)C[C@@]4(C(O)(C)C)[C@]3OC(=O)C)[C@@](O)C[C@]1OC2)C,NAPROC-13,11,4,1.4444,169.05,588.65002,0.64516127,42,5,11,5,3,1,1,0,1,0,6,0,0,0,0,0,0,11,0,0.17391305,10,0
27.0,O=C(O[C@]12[C@@]3[C@](C)([C@@](OC(=O)c4ccccc4)[C@](OC(=O)C)C4=C(C)[C@@](OC(=O)C)C[C@@]4(C(O)(C)C)[C@]3OC(=O)C)[C@@](OC(=O)C)C[C@]1OC2)C,NAPROC-13,14,1,3.1568,187.25999,714.76099,0.62162161,51,5,14,8,3,1,1,0,1,0,6,0,0,0,0,0,0,14,0,0.25454545,10,0
28.0,O=C(O[C@@]1[C@@]2(C(O)(C)C)C(=C(C)[C@@](O)C2)[C@@](O)[C@](OC(=O)c2ccccc2)[C@]2(C)[C@@](OC(=O)C)C[C@](O)C(=C)[C@@]12)C,NAPROC-13,10,4,2.2316,159.82001,572.651,0.58064514,41,4,10,5,3,0,1,0,1,0,6,0,0,0,0,0,0,10,0,0.18181819,9,0
29.0,O=C(O[C@]12[C@@](O)C[C@](OC(=O)C)[C@@]3(C)[C@](OC(=O)c4ccccc4)[C@](O)C4=C(C)[C@@](OC(=O)C)C[C@@]4(C(O)(C)C)[C@@](OC1)[C@]23)C,NAPROC-13,12,3,2.0151999,175.12,630.68701,0.63636363,45,5,12,6,3,1,1,0,1,0,6,0,0,0,0,0,0,12,0,0.20408164,10,0
30.0,O=C(O[C@]12[C@@]3[C@](C)([C@@](OC(=O)C)[C@](OC(=O)c4ccccc4)C4=C(C)[C@@](O)C[C@@]4(C(O)(C)C)[C@]3OC(=O)C)[C@@](OC(=O)C)C[C@]1OC2)C,NAPROC-13,13,2,2.586,181.19,672.724,0.62857145,48,5,13,7,3,1,1,0,1,0,6,0,0,0,0,0,0,13,0,0.23076923,10,0
31.0,O=C(O[C@]12[C@@]3[C@](C)([C@@](OC(=O)C)[C@](O)C4=C(C)[C@@](OC(=O)C)C[C@@]4(C(O)(C)C)[C@]3OC(=O)C)[C@@](OC(=O)C)C[C@]1OC2)C,NAPROC-13,13,2,1.2921,181.19,610.65302,0.76666665,43,4,13,6,3,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0.23913044,10,0
32.0,O=C(O[C@@]1[C@@]2(C)[C@@](C(=C)[C@@](O)CC2)[C@](OC(=O)C)[C@@]2(C(O)(C)C)C(=C(C)[C@@](OC(=O)C)C2)[C@]1OC(=O)C)C,NAPROC-13,10,2,2.5376999,145.66,536.61798,0.71428573,38,3,10,5,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0.22499999,8,0
33.0,O=C(O[C@]12[C@@]3[C@](C)([C@@](OC(=O)C)[C@](OC(=O)C)C4=C(C)[C@@](O)C[C@@]4(C(O)(C)C)[C@]3OC(=O)C)[C@@](OC(=O)C)C[C@]1OC2)C,NAPROC-13,13,2,1.2921,181.19,610.65302,0.76666665,43,4,13,6,3,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0.23913044,10,0
34.0,O=C(OC[C@@]1[C@@](OC(=O)C)C[C@](OC(=O)C)[C@@]2(C)[C@@](OC(=O)C)[C@](OC(=O)C)C3=C(C)[C@@](O)C[C@@]3(C(O)(C)C)[C@@](O)[C@]12)C,NAPROC-13,13,3,1.1316,192.19,612.66901,0.76666665,43,3,13,7,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0.26666668,10,0
35.0,O=C(OC1=C(C)C2C(=O)C(OC(=O)c3ccccc3)[C@]3(C)[C@@](OC(=O)C)C[C@@]4[C@](OC(=O)C)([C@]3[C@](OC(=O)C)[C@]2(C(O)(C)C)C1)CO4)C,NAPROC-13,13,1,2.9993,178.03,670.70801,0.60000002,48,5,13,7,3,1,1,0,1,0,6,0,0,0,0,0,0,13,0,0.23076923,9,0
36.0,O=C(O[C@@]1C(C)C=2C(C)(C)[C@](O)([C@@](OC(=O)c3ccccc3)[C@]3[C@](C)(C(=O)C=2OC(=O)C)[C@@](O)C[C@@]2[C@@]3(OC(=O)C)CO2)C1)C=Cc1ccccc1,NAPROC-13,12,2,4.1220002,171.96001,716.78003,0.47499999,52,6,12,7,3,1,2,0,2,0,12,0,0,0,0,0,0,12,0,0.19298245,9,0
37.0,O=C(OC[C@@]1[C@@](OC(=O)C)C[C@](OC(=O)C)[C@@]2(C)[C@@](OC(=O)C)[C@](O)C3=C(C)[C@@](O)C[C@@]3(C(O)(C)C)[C@@](OC(=O)C)[C@]12)C,NAPROC-13,13,3,1.1316,192.19,612.66901,0.76666665,43,3,13,7,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0.26666668,10,0
38.0,O=C(OC[C@@]1[C@@](OC(=O)C)C[C@](OC(=O)C)[C@@]2(C)[C@@](OC(=O)C)[C@](O)C3=C(C)C(OC(=O)C)C[C@@]3(C(O)(C)C)[C@@](OC(=O)C)[C@]12)C,NAPROC-13,14,2,1.7024,198.25999,654.70599,0.75,46,3,14,8,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0.29166666,10,0
39.0,O=C(O[C@@]1[C@]2(C)[C@@](OC(=O)C)C[C@](OC(=O)C)C(=C)[C@]2C[C@@]2(C(O)(C)C)C(=C(C)[C@@](OC(=O)C)C2)[C@]1OC(=O)C)C,NAPROC-13,11,1,3.1085,151.73,578.65503,0.69999999,41,3,11,6,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0.25581396,8,0
40.0,O=C(O[C@]1C=C2[C@@](OC(=O)C)C[C@](OC(=O)C)[C@@](C)(C(=O)C(=O)C3C(C)(C)[C@]1CC(OC(=O)C)C3C)C2)C,NAPROC-13,10,0,2.8899,139.34,534.60199,0.71428573,38,3,10,4,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0.2,8,0
41.0,O=C(O[C@@]1[C@@]2(C)C(=O)C(=O)C3C(C)(C)[C@]([C@@](O)C=C([C@@](O)C1)C2)CC(OC(=O)C)C3C)C,NAPROC-13,8,2,1.7483,127.2,450.52802,0.75,32,3,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.11764706,8,0
42.0,O=C(OC=1C(=O)[C@]2(C)[C@@](OC(=O)C)C[C@](OC(=O)C)C(=C[C@](OC(=O)C)[C@]3C(C)(C)C=1C(C)[C@@](OC(=O)C)C3)C2)C,NAPROC-13,11,0,3.5218,148.57001,576.63898,0.66666669,41,3,11,5,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0.23255815,7,0
43.0,O=C(O[C@@]1C(=C)[C@@]2[C@](C)([C@@](OC(=O)C)[C@](O)C3=C(C)[C@@](OC(=O)C)C[C@@]3(C(O)(C)C)C2)CC1)C=Cc1ccccc1,NAPROC-13,8,2,4.6896,119.36,566.69098,0.54545456,41,4,8,6,3,0,1,0,1,0,6,0,0,0,0,0,0,8,0,0.20454545,7,0
44.0,O=C(OC=1[C@](O)[C@]2(C)[C@@](O)C[C@](O)C(=C)[C@]2[C@](O)[C@]2C(C)(C)C=1C(C)C(=O)C2)C,NAPROC-13,7,4,1.0944999,124.29,408.491,0.72727275,29,3,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0.064516127,8,0
45.0,O=C(O[C@@]1[C@@]2(C(O)(C)C)C(C(=O)C(OC(=O)c3ccccc3)[C@]3(C)[C@@](O)C[C@](O)C(=C)[C@@]13)C(C)C(=O)C2)C,NAPROC-13,9,3,2.013,147.42999,528.59802,0.58620691,38,4,9,4,3,0,1,0,1,0,6,0,0,0,0,0,0,9,0,0.14634146,9,0
46.0,O=C(O[C@]1[C@@]2(C)[C@](C(C)(C)CC1)C=CC1C(=O)O[C@@](O)[C@]21)C,NAPROC-13,5,1,2.0380001,72.830002,308.37399,0.7647059,22,3,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.083333336,6,0
47.0,O=C(O[C@]1[C@]2(C)C3[C@](O)(C=CC2C(C)(C)CC1)CO[C@]3O)C,NAPROC-13,5,2,1.6263,75.989998,310.39001,0.82352942,22,3,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.083333336,6,0
48.0,O=CC1C(C)(C)C(=O)C2C(=O)c3c([C@@]1(C)C2)cc(O)c(C(C)C)c3,NAPROC-13,4,1,3.3999,71.440002,328.40799,0.55000001,24,3,4,2,2,0,1,0,1,0,6,0,0,0,0,0,0,4,0,0.07692308,3,0
49.0,O=C1C(C(C)C)=C[C@@]2(C(=O)CC[C@]3C(C)(C)CCC[C@]23C)C1,NAPROC-13,2,0,4.7234998,34.139999,302.45801,0.80000001,22,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.041666668,3,0
50.0,O=C1C(=O)CC2[C@@]3(C)[C@@]([C@]4(C)[C@](C)([C@]5[C@](C)(C(O)C(=O)[C@](C)C5)CC4)CC3)CC(O)C2C1C,NAPROC-13,5,2,3.9763999,91.669998,458.63901,0.89285713,33,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,12,0
51.0,O=C(O)C1C(C)=C2[C@@](C)(c3c(O)cc(C(CO)C)c(OC)c3CC2)CC1,NAPROC-13,4,3,3.5116,86.989998,360.45001,0.5714286,26,3,5,4,2,0,1,0,1,0,6,0,0,0,0,0,0,5,0,0.14285715,3,0
52.0,OC(C)(C)C1=NC=C[C@@]2(O)[C@]3(C)[C@](C(C)(C)CCC3)CCC2=C1,NAPROC-13,3,2,4.0095,52.82,317.47299,0.75,23,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0.039999999,3,0
53.0,O(C)c1c(C(C)C)cc2c([C@]3(C)C(C4C(=O)C(C)(C)OC(=O)C4CC3)CC2)c1,NAPROC-13,4,0,4.5693998,52.599998,384.51599,0.66666669,28,4,4,2,2,1,1,0,1,0,6,0,0,0,0,0,0,4,0,0.064516127,4,0
54.0,O=CC=1c2c(O)c(C(C)C)c(OC)c(O)c2[C@]2(C)C=1C(C)(C)CCC2,NAPROC-13,4,2,4.6637001,66.760002,344.45099,0.5714286,25,3,4,3,2,0,1,0,1,0,6,0,0,0,0,0,0,4,0,0.11111111,1,0
55.0,O=C[C@]1(O)c2c(O)c(C(C)C)c(OC)c(O)c2[C@]2(C)[C@@]1C(C)(C)CCC2,NAPROC-13,5,3,3.7139001,86.989998,362.466,0.66666669,26,3,5,3,2,0,1,0,1,0,6,0,0,0,0,0,0,5,0,0.10714286,3,0
57.0,O=C(O[C@]1(C)C(=C)[C@@]2C(=O)C(=O)c3c(O)c(CCC)c(O)c(O)c3[C@@]2(C)CC1)C,NAPROC-13,7,3,3.0669999,121.13,402.44299,0.5,29,3,7,3,2,0,1,0,1,0,6,0,0,0,0,0,0,7,0,0.12903225,3,0
58.0,O=C(O)C1C(C)=C2[C@@](C)(c3c(c(OC)c(C(C)C)cc3)CC2)CC1,NAPROC-13,2,1,4.8336,46.529999,328.452,0.5714286,24,3,3,3,2,0,1,0,1,0,6,0,0,0,0,0,0,3,0,0.11538462,2,0
59.0,O=C(O)C1=C(C)C2[C@@](C)(c3c(c(O)c(C(C)C)cc3)CC2)CC1,NAPROC-13,2,2,4.5306001,57.529999,314.42499,0.55000001,23,3,3,2,2,0,1,0,1,0,6,0,0,0,0,0,0,3,0,0.079999998,2,0
60.0,O=C(O)C1C(C)=C2[C@@](C)(c3c(O)cc(C(C)C)c(OC)c3CC2)CC1,NAPROC-13,3,2,4.5391998,66.760002,344.45099,0.5714286,25,3,4,3,2,0,1,0,1,0,6,0,0,0,0,0,0,4,0,0.11111111,2,0
61.0,O=C(OC)[C@@]1(C)[C@@]2[C@](C)(c3c(cc(C=CC=O)cc3)CC2)CCC1,NAPROC-13,3,0,4.0819998,43.369999,326.436,0.52380955,24,3,3,3,2,0,1,0,1,0,6,0,0,0,0,0,0,3,0,0.15384616,3,0
62.0,O=C(O)C1=C(C)C2[C@@](C)(c3c(cc(C(C)C)c(OC=O)c3)CC2)CC1,NAPROC-13,3,1,4.3601999,63.599998,342.435,0.52380955,25,3,4,4,2,0,1,0,1,0,6,0,0,0,0,0,0,4,0,0.14814815,2,0
63.0,O=C(OC[C@]12[C@@](OC(=O)c3ccccc3)C[C@]3C(C)(C)O[C@]1([C@](O)(C)CC[C@@]2OC(=O)C)[C@@]3O)C=Cc1ccccc1,NAPROC-13,9,2,3.8599,128.59,578.65802,0.4848485,42,5,9,7,2,1,2,0,2,0,12,0,0,0,0,0,0,9,0,0.2173913,7,0
64.0,O=C(O[C@@]1[C@]2(C)[C@@](OC(=O)c3ccccc3)CC[C@@](O)(C)[C@]32[C@](O)[C@](C(C)(C)O3)C1)c1ccccc1,NAPROC-13,7,2,3.9171,102.29,494.58401,0.51724136,36,5,7,4,2,1,2,0,2,0,12,0,0,0,0,0,0,7,0,0.15000001,7,0
65.0,O=C(O[C@]1[C@]23[C@](C)([C@@](OC(=O)c4ccccc4)C[C@]1C(C)(C)O2)[C@@](OC(=O)c1ccccc1)CC[C@@]3(O)C)c1cnccc1,NAPROC-13,9,1,5.1767998,121.25,599.67999,0.42857143,44,6,9,6,2,1,2,1,3,0,18,0,0,0,0,0,1,8,0,0.18367347,7,0
66.0,O[C@@](C=C)(CC[C@@]1(C)[C@](C)CC[C@@]2(C)C(C)=CCC[C@]12)C,NAPROC-13,1,1,5.5023999,20.23,290.491,0.80000001,21,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.18181819,5,0
67.0,O[C@@](C=C)(CC[C@@]1(C)[C@](C)CC[C@@]2(C)[C@](O)(C)[C@](O)CC[C@]12)C,NAPROC-13,3,3,3.668,60.689999,324.505,0.89999998,23,2,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.16666667,7,0
68.0,O=C1C=C(C)[C@@]2(C)[C@@]([C@](CC[C@@](O)(C=C)C)(C)[C@](C)CC2)C1,NAPROC-13,2,1,4.6813998,37.299999,304.474,0.75,22,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.17391305,5,0
69.0,O[C@@](C=C)(CC[C@@]1(C)[C@](C)CC[C@@]2(C)C(C)=C[C@@](O)C[C@]12)C,NAPROC-13,2,2,4.4731998,40.459999,306.48999,0.80000001,22,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.17391305,6,0
71.0,O(O)[C@@]1C=C(C)[C@@]2(C)[C@@]([C@](CC[C@@](O)(C=C)C)(C)[C@](C)CC2)C1,NAPROC-13,3,2,4.9705,49.689999,322.48901,0.80000001,23,2,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.20833333,6,0
72.0,O=C(O)C1=C(C)[C@@]2(C)[C@@]([C@](CC[C@@](O)(C=C)C)(C)[C@](C)CC2)C1,NAPROC-13,2,2,4.5671,57.529999,320.47299,0.75,23,2,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.20833333,5,0
73.0,O=CC1=C(C)[C@@]2(C)[C@@]([C@](CCc3c(O)oc(O)c3)(C)[C@](C)CC2)C1,NAPROC-13,4,2,4.6012001,70.669998,332.44,0.64999998,24,3,4,4,2,0,0,1,1,0,5,0,0,0,0,0,0,4,0,0.15384616,4,0
74.0,O=C(OC[C@@]1(C)C2[C@](C)(C3=C(C[C@@](C=C)(C)CC3)CC2)CCC1)CC(=O)OC,NAPROC-13,4,0,5.3720002,52.599998,388.548,0.75,28,3,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.23333333,4,0
75.0,O=C(OC[C@@]1(C)C2[C@](C)(C3=C(C[C@@](C=C)(C)CC3)CC2)CCC1)CC(=O)O,NAPROC-13,3,1,5.2835999,63.599998,374.521,0.73913044,27,3,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.20689656,4,0
76.0,O=C1C(C)[C@]23C([C@@](CO)(C)[C@](C)[C@](OC(=O)C2)C3)=C1,NAPROC-13,4,1,1.4719,63.599998,264.32101,0.73333335,19,3,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0.047619049,5,0
78.0,O=C1C(C)[C@@]2(C)[C@@]3(O)[C@@](O)C[C@@](O)(C)[C@@]3(C1)CC(=O)OC2,NAPROC-13,6,3,-0.2184,104.06,298.33499,0.86666667,21,3,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0.0,6,0
79.0,O=C1C(C)[C@@]2(C)[C@@]3(O)[C@@](O)[C@@](O)[C@@](C)[C@@]3(C1)CC(=O)OC2,NAPROC-13,6,3,-0.36250001,104.06,298.33499,0.86666667,21,3,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0.0,7,0
80.0,O=C1[C@]2(O)[C@]3(C)[C@](O)(C)C(=O)C[C@]2([C@](C)C1)CC(=O)OC3,NAPROC-13,6,2,-0.0102,100.9,296.319,0.80000001,21,3,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0.0,5,0
81.0,O=C1OC[C@@]2(C)[C@@](C)[C@@]3(O)O[C@]42[C@@](O)C[C@@](C)[C@]4(C1)C3,NAPROC-13,5,2,0.82410002,75.989998,282.336,0.93333334,20,4,5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,7,0
